Metro,ZIP_code,2015_households_all,2015_same_sex_couples,2015_gay_couples_per_1000_household,2015_bars,2026_bars,2024_households_all,2024_same_sex_couples,2024_gay_couples_per_1000_household
NYC,07760,3320,0,0,0,0,3686,35,9.495387954
NYC,07901,8277,15,1.812250816,0,0,9014,113,12.53605503
NYC,08816,16240,29,1.785714286,0,0,16715,53,3.170804666
NYC,08817,15596,8,0.512952039,0,0,17411,146,8.385503417
NYC,08820,13268,35,2.637925837,0,0,13181,15,1.138001669
NYC,08830,6039,0,0,0,0,6512,39,5.988943489
NYC,08832,834,0,0,0,0,850,0,0
NYC,08837,6334,0,0,0,0,7597,9,1.184678162
NYC,08840,5876,43,7.317903336,0,0,6378,30,4.703668862
NYC,08850,3059,0,0,0,0,3149,0,0
NYC,08854,16609,58,3.492082606,0,0,17600,134,7.613636364
NYC,08857,14623,182,12.44614648,0,0,15740,168,10.67344346
NYC,08859,7638,12,1.571091909,0,0,9123,41,4.494135701
NYC,08861,17086,82,4.799250849,0,0,20596,69,3.350165081
NYC,08863,4400,11,2.5,0,0,4744,35,7.377740304
NYC,08872,7152,0,0,0,0,7449,8,1.07396966
NYC,08879,9407,0,0,0,1,9344,0,0
NYC,08882,5374,0,0,0,0,5574,42,7.534983854
NYC,08884,3275,0,0,0,0,3323,11,3.310261812
NYC,08901,14329,58,4.047735362,0,0,15676,152,9.69635111
NYC,08902,14869,136,9.146546506,0,0,15398,108,7.013897909
NYC,08904,5690,30,5.272407733,0,0,6436,70,10.8763207
